,Marker,Log-Likelihood,AIC,Random Effects Var,Estimate,P_val,Z_stat,AUC_mean,AUC_std,AUC_sem,AUC_range,p_corrected,significant
13,p_e_4_std,-292.05544099933184,592.1108819986637,"segment        6.633975e-07
participant    7.111866e-01
Name: Var, dtype: float64",-0.14646915370905095,0.610342660860589,-0.5095843920005986,0.6928900634249471,0.07059450692456237,0.031570823264280214,0.20578224101479914,0.9993030081606337,p > 0.05
14,p_e_8_mean,-290.7827111402691,589.5654222805382,"segment        0.000000
participant    0.603222
Name: Var, dtype: float64",12.616190856620584,0.07539062000924988,1.7780805888794364,0.6970359408033827,0.06579987190172748,0.0294265972966082,0.19621564482029596,0.9993030081606337,p > 0.05
15,p_e_8_std,-292.2007027413925,592.401405482785,"segment        0.000000
participant    0.697892
Name: Var, dtype: float64",-0.10751491961280293,0.7074775965601539,-0.37524590025906485,0.6981501057082453,0.0693396784458739,0.031009646908590198,0.19529598308668072,0.9993030081606337,p > 0.05
16,k_mean,-292.08172390280674,592.1634478056135,"segment        6.554105e-10
participant    7.263211e-01
Name: Var, dtype: float64",-10.202271381855514,0.46510045271965045,-0.7304740772932442,0.6987315010570824,0.07441110859805897,0.033277659421275786,0.2058773784355179,0.9993030081606337,p > 0.05
17,k_std,-291.9659796468171,591.9319592936342,"segment        9.000900e-09
participant    7.108535e-01
Name: Var, dtype: float64",-0.15389693317538602,0.5839152797518059,-0.5476747107470411,0.6972093023255814,0.06604454631861427,0.029536019022310997,0.18186046511627907,0.9993030081606337,p > 0.05
18,se_mean,-292.3220083437144,592.6440166874288,"segment        0.000000
participant    0.706922
Name: Var, dtype: float64",-1.4082991755203906,0.8195562704293404,-0.22811573161640708,0.6899492600422833,0.0735026779283954,0.032871396875233105,0.21025369978858344,0.9993030081606337,p > 0.05
19,se_std,-291.0219633701448,590.0439267402896,"segment        8.260961e-09
participant    6.995374e-01
Name: Var, dtype: float64",0.2845219498759744,0.32553923807208324,0.9831385812919834,0.7010634249471457,0.06398729964295255,0.028615990339657983,0.17189217758985198,0.9993030081606337,p > 0.05
20,msf_mean,-292.33210294184425,592.6642058836885,"segment        3.591132e-10
participant    6.892030e-01
Name: Var, dtype: float64",0.09474242905932664,0.8822432167102466,0.14812614450432074,0.690338266384778,0.07635453297146658,0.03414678522288965,0.220401691331924,0.9993030081606337,p > 0.05
21,msf_std,-291.1679200416371,590.3358400832742,"segment        0.000000
participant    0.697866
Name: Var, dtype: float64",0.26521662129972545,0.35716174470346257,0.9207868061634054,0.6850549682875264,0.04266344359346487,0.019079672005843068,0.1091437632135307,0.9993030081606337,p > 0.05
22,sef90_mean,-291.67468850714835,591.3493770142967,"segment        1.177926e-10
participant    7.440262e-01
Name: Var, dtype: float64",-1.054161958661303,0.26020324020099816,-1.1259108881004734,0.7039302325581396,0.070217324699389,0.031402142245201756,0.20174418604651156,0.9993030081606337,p > 0.05
23,sef90_std,-292.1651545554552,592.3303091109104,"segment        5.702860e-10
participant    6.912154e-01
Name: Var, dtype: float64",0.10301544480100494,0.7246707104271791,0.352223425208535,0.6912748414376322,0.07203415091063452,0.03221465162753143,0.21060253699788578,0.9993030081606337,p > 0.05
24,sef95_mean,-291.56250892683886,591.1250178536777,"segment        0.00000
participant    0.73991
Name: Var, dtype: float64",-1.5122949353722965,0.21912372825631557,-1.228861527199381,0.7070803382663848,0.0695740353377683,0.031114454496844492,0.19994714587737838,0.9993030081606337,p > 0.05
25,sef95_std,-292.26487478853966,592.5297495770793,"segment        7.584280e-08
participant    6.948203e-01
Name: Var, dtype: float64",0.06424701264740657,0.8248840042225108,0.22126769244496441,0.6923784355179704,0.07421825146564949,0.03319141108967313,0.21299154334038062,0.9993030081606337,p > 0.05
26,b_mean,-291.64829823368086,591.2965964673617,"segment        0.00000
participant    0.64186
Name: Var, dtype: float64",-9.693741194220433,0.23245937603760147,-1.1940475304211438,0.6946976744186046,0.06422351451078348,0.028721628840011202,0.18279069767441847,0.9993030081606337,p > 0.05
27,b_std,-290.80728334882065,589.6145666976413,"segment        1.858658e-09
participant    7.033627e-01
Name: Var, dtype: float64",0.28773236929975093,0.30915678164438565,1.0169929533043884,0.6960549682875264,0.07482981192775585,0.03346490924279733,0.20670190274841438,0.9993030081606337,p > 0.05
28,b_n_mean,-292.18111835943563,592.3622367188713,"segment        0.000000
participant    0.684285
Name: Var, dtype: float64",0.3181024635747748,0.6023621912185257,0.5210065748086077,0.6859788583509514,0.07404251305365503,0.03311281848257763,0.21801268498942927,0.9993030081606337,p > 0.05
29,b_n_std,-290.8334163361027,589.6668326722054,"segment        0.000000
participant    0.674849
Name: Var, dtype: float64",0.2892819758159578,0.3035867943302363,1.0287720698314233,0.6933424947145878,0.06151643006018622,0.027510983869537573,0.16817124735729383,0.9993030081606337,p > 0.05
30,g_mean,-292.15547056359316,592.3109411271863,"segment        1.071781e-08
participant    7.320058e-01
Name: Var, dtype: float64",4.305388499597604,0.5382204919467044,0.6155061759663394,0.701169133192389,0.07440083141116544,0.0332730633235735,0.22066596194503174,0.9993030081606337,p > 0.05
31,g_std,-292.2546110927168,592.5092221854336,"segment        1.032630e-10
participant    6.958650e-01
Name: Var, dtype: float64",0.06476576208669246,0.8200372045492468,0.22749712500491456,0.6863932346723045,0.06322080409554325,0.02827320310996636,0.17687103594080333,0.9993030081606337,p > 0.05
32,g_n_mean,-291.85588142885166,591.7117628577033,"segment        8.768193e-09
participant    7.312125e-01
Name: Var, dtype: float64",-0.28319215133065156,0.4300674247708099,-0.78907627969594,0.7065433403805497,0.07255666293090864,0.032448326106810164,0.21286469344608872,0.9993030081606337,p > 0.05
33,g_n_std,-292.33929046828774,592.6785809365755,"segment        0.000000
participant    0.696056
Name: Var, dtype: float64",0.010584931970391353,0.9697428945390968,0.037930751492803935,0.689215644820296,0.07336764887809319,0.032811010048150506,0.2129915433403805,0.9993030081606337,p > 0.05
34,t_mean,-292.29242538927866,592.5848507785573,"segment        0.000000
participant    0.690224
Name: Var, dtype: float64",-2.4338895201216477,0.7380611232099903,-0.3344220229393932,0.690276955602537,0.07371203965426176,0.03296502628541788,0.2188477801268498,0.9993030081606337,p > 0.05
35,t_std,-292.1708655580197,592.3417311160395,"segment        1.364931e-07
participant    6.997864e-01
Name: Var, dtype: float64",-0.12032141372366768,0.6786209804683035,-0.41434565796737766,0.69276955602537,0.07266299829545998,0.03249588072751997,0.21103594080338262,0.9993030081606337,p > 0.05
36,t_n_mean,-291.82941216712624,591.6588243342525,"segment        0.000000
participant    0.683411
Name: Var, dtype: float64",-0.5564642564766727,0.3369325859157413,-0.9602436839288301,0.6973276955602536,0.0699135398995996,0.031266285552629704,0.20824524312896409,0.9993030081606337,p > 0.05
37,t_n_std,-291.8455915352824,591.6911830705648,"segment        1.436485e-10
participant    7.039551e-01
Name: Var, dtype: float64",-0.18453457032945636,0.516076606138757,-0.6494050416114112,0.694522198731501,0.06526212641608259,0.029186110204509078,0.19483086680761108,0.9993030081606337,p > 0.05
38,d_mean,-292.32725287048237,592.6545057409647,"segment        2.125216e-09
participant    6.995264e-01
Name: Var, dtype: float64",-1.6136882913106425,0.8389596395209035,-0.2032244035618084,0.692247357293869,0.07240781638504722,0.03238175990785773,0.2094608879492601,0.9993030081606337,p > 0.05
39,d_std,-292.08576065051375,592.1715213010275,"segment        0.0000
participant    0.6956
Name: Var, dtype: float64",0.1330459482627219,0.6570808902163925,0.44394701747803933,0.6951183932346723,0.06327518061152983,0.02829752102719148,0.1769661733615222,0.9993030081606337,p > 0.05
40,d_n_mean,-292.23091292437636,592.4618258487527,"segment        1.680175e-09
participant    6.671048e-01
Name: Var, dtype: float64",-0.28639320707531524,0.6384397145963938,-0.46988145483253557,0.6905729386892178,0.06880184002856522,0.03076911825618758,0.19829809725158565,0.9993030081606337,p > 0.05
41,d_n_std,-292.16373140680946,592.3274628136189,"segment        0.000000
participant    0.702392
Name: Var, dtype: float64",0.10063941851073324,0.7291722808661287,0.3462267926051893,0.6924968287526427,0.06153417652558245,0.027518920330134835,0.17332980972515866,0.9993030081606337,p > 0.05
42,a_n_mean,-291.23693012787965,590.4738602557593,"segment        7.985960e-10
participant    6.472629e-01
Name: Var, dtype: float64",0.6221513262348076,0.19185090828838083,1.3051231757651403,0.699646934460888,0.07317966492677923,0.0327269410693871,0.22455602536997876,0.9993030081606337,p > 0.05
43,a_n_std,-291.45425740738943,590.9085148147789,"segment        4.251624e-10
participant    6.874204e-01
Name: Var, dtype: float64",0.21485798154849434,0.4431240788179617,0.7669284139244924,0.6939302325581396,0.06269658752767111,0.028038766333827615,0.17034883720930227,0.9993030081606337,p > 0.05
44,a_mean,-290.79892889771975,589.5978577954395,"segment        0.000000
participant    0.625374
Name: Var, dtype: float64",-10.501150515766167,0.07572043165040596,-1.776075755740879,0.6994714587737842,0.07642015238715515,0.034176131117714344,0.22682875264270608,0.9993030081606337,p > 0.05
45,a_std,-291.7790146371584,591.5580292743168,"segment        0.000000
participant    0.693333
Name: Var, dtype: float64",0.18605286686717143,0.5216437803257099,0.6408136238374809,0.6884524312896406,0.07859483190821151,0.035148677365386086,0.223720930232558,0.9993030081606337,p > 0.05
46,CNV_mean,-292.02552202794,592.05104405588,"segment        0.000000
participant    0.699372
Name: Var, dtype: float64",0.0050873125216819555,0.9820260912249434,0.022528859577471215,0.6915158562367865,0.06494664610118667,0.029045023118575014,0.1782346723044398,0.9993030081606337,p > 0.05
47,CNV_std,-292.33387244283574,592.6677448856715,"segment        0.000000
participant    0.696721
Name: Var, dtype: float64",0.0199956195622822,0.9453440475519623,0.06855473843741153,0.6933890063424946,0.07261589128204674,0.03247481383067817,0.20979915433403795,0.9993030081606337,p > 0.05
48,P1_mean,-292.1178917649362,592.2357835298724,"segment        0.000000
participant    0.695583
Name: Var, dtype: float64",-0.00019610332816359617,0.9993030081606337,-0.0008735498369707741,0.6923023255813954,0.07336759282996547,0.03281098498266579,0.19662790697674415,0.9993030081606337,p > 0.05
49,P1_std,-292.02409349946873,592.0481869989375,"segment        0.000000
participant    0.693544
Name: Var, dtype: float64",0.13543024246549562,0.5458655331318449,0.6039670739812619,0.6916638477801268,0.07433657777543992,0.03324432822411675,0.204936575052854,0.9993030081606337,p > 0.05
50,P3a_mean,-291.53419729780563,591.0683945956113,"segment        0.000000
participant    0.671442
Name: Var, dtype: float64",0.024268635505194657,0.9127999783517395,0.10950749376462632,0.703093023255814,0.07086346838797859,0.03169110648738551,0.20593023255813958,0.9993030081606337,p > 0.05
51,P3a_std,-292.2977161319317,592.5954322638634,"segment        2.401666e-15
participant    6.901010e-01
Name: Var, dtype: float64",0.051187614496149475,0.8190858465046628,0.22872090384121277,0.691568710359408,0.07823676533112053,0.03498854512401687,0.21052854122621567,0.9993030081606337,p > 0.05
52,P3b_mean,-292.3460186136397,592.6920372272795,"segment        0.000000
participant    0.696085
Name: Var, dtype: float64",-0.009248703360678005,0.9671393148882429,-0.04119641095542631,0.6928118393234672,0.07027892717787065,0.03142969171109525,0.20291754756871028,0.9993030081606337,p > 0.05
53,P3b_std,-292.27728585291993,592.5545717058399,"segment        5.709943e-10
participant    6.998691e-01
Name: Var, dtype: float64",0.0629091352062882,0.7797610750724646,0.27963040815044526,0.6903763213530656,0.0723772075504322,0.03236807122087548,0.20858350951374205,0.9993030081606337,p > 0.05
