,number,value,datetime_start,datetime_complete,duration,params_max_depth,params_max_features,params_min_samples_leaf,params_n_estimators,state
196,196,0.7068452380952381,2023-12-29 09:48:41.901937,2023-12-29 09:48:44.871114,0 days 00:00:02.969177,15,0.34140252158628487,4,67,COMPLETE
195,195,0.7068452380952381,2023-12-29 09:48:38.921364,2023-12-29 09:48:41.900763,0 days 00:00:02.979399,14,0.3500423838159709,4,67,COMPLETE
193,193,0.7068452380952381,2023-12-29 09:48:32.855385,2023-12-29 09:48:35.838476,0 days 00:00:02.983091,15,0.3488878053923282,4,67,COMPLETE
78,78,0.7043650793650794,2023-12-29 09:42:52.962179,2023-12-29 09:42:56.105171,0 days 00:00:03.142992,22,0.4048097818680679,3,74,COMPLETE
192,192,0.7033730158730158,2023-12-29 09:48:29.881266,2023-12-29 09:48:32.854231,0 days 00:00:02.972965,15,0.3480176171070066,4,67,COMPLETE
22,22,0.7028769841269842,2023-12-29 09:40:20.570703,2023-12-29 09:40:23.373360,0 days 00:00:02.802657,20,0.5294249353002967,3,58,COMPLETE
35,35,0.7028769841269841,2023-12-29 09:40:56.650498,2023-12-29 09:40:59.650336,0 days 00:00:02.999838,21,0.41383100177121956,4,71,COMPLETE
52,52,0.7018849206349207,2023-12-29 09:41:45.174603,2023-12-29 09:41:48.026564,0 days 00:00:02.851961,17,0.3082676104168094,6,64,COMPLETE
65,65,0.7018849206349206,2023-12-29 09:42:20.671484,2023-12-29 09:42:23.129805,0 days 00:00:02.458321,9,0.34640952538485154,8,47,COMPLETE
101,101,0.7013888888888888,2023-12-29 09:44:03.274584,2023-12-29 09:44:06.259057,0 days 00:00:02.984473,16,0.2869626878823819,3,69,COMPLETE
105,105,0.6999007936507937,2023-12-29 09:44:14.061474,2023-12-29 09:44:16.990209,0 days 00:00:02.928735,13,0.4437651144993607,4,65,COMPLETE
55,55,0.6984126984126984,2023-12-29 09:41:52.831876,2023-12-29 09:41:55.650471,0 days 00:00:02.818595,19,0.30938532732575225,6,63,COMPLETE
140,140,0.6974206349206349,2023-12-29 09:45:58.310397,2023-12-29 09:46:00.924704,0 days 00:00:02.614307,19,0.34313841658457667,7,56,COMPLETE
79,79,0.6964285714285714,2023-12-29 09:42:56.106325,2023-12-29 09:42:59.204362,0 days 00:00:03.098037,21,0.3963000827912634,3,73,COMPLETE
121,121,0.6959325396825398,2023-12-29 09:45:00.625656,2023-12-29 09:45:03.732519,0 days 00:00:03.106863,16,0.2846792029895018,3,68,COMPLETE
3,3,0.695436507936508,2023-12-29 09:39:30.469795,2023-12-29 09:39:33.050423,0 days 00:00:02.580628,3,0.8169015265906793,1,53,COMPLETE
173,173,0.6954365079365079,2023-12-29 09:47:35.014858,2023-12-29 09:47:37.917140,0 days 00:00:02.902282,6,0.27277962878907364,6,65,COMPLETE
125,125,0.6954365079365079,2023-12-29 09:45:12.858622,2023-12-29 09:45:15.759580,0 days 00:00:02.900958,14,0.328397142345016,1,61,COMPLETE
171,171,0.6949404761904762,2023-12-29 09:47:29.326612,2023-12-29 09:47:32.260693,0 days 00:00:02.934081,19,0.3094768514458893,6,67,COMPLETE
164,164,0.6949404761904762,2023-12-29 09:47:08.643533,2023-12-29 09:47:11.633517,0 days 00:00:02.989984,8,0.4245485639580247,4,62,COMPLETE
165,165,0.6924603174603174,2023-12-29 09:47:11.634684,2023-12-29 09:47:14.425187,0 days 00:00:02.790503,18,0.3796595214081806,3,58,COMPLETE
64,64,0.691468253968254,2023-12-29 09:42:18.248472,2023-12-29 09:42:20.670348,0 days 00:00:02.421876,10,0.3414407152585212,6,46,COMPLETE
199,199,0.6904761904761905,2023-12-29 09:48:50.736047,2023-12-29 09:48:53.891974,0 days 00:00:03.155927,15,0.36833527490339835,4,71,COMPLETE
113,113,0.6899801587301588,2023-12-29 09:44:36.889046,2023-12-29 09:44:39.612132,0 days 00:00:02.723086,20,0.38072408764110605,5,55,COMPLETE
48,48,0.6899801587301588,2023-12-29 09:41:33.273615,2023-12-29 09:41:36.178582,0 days 00:00:02.904967,17,0.3805791308557089,5,66,COMPLETE
49,49,0.6899801587301588,2023-12-29 09:41:36.179763,2023-12-29 09:41:39.234287,0 days 00:00:03.054524,18,0.3768587137447257,5,66,COMPLETE
110,110,0.689484126984127,2023-12-29 09:44:28.312670,2023-12-29 09:44:31.485401,0 days 00:00:03.172731,17,0.3261028961012554,3,70,COMPLETE
103,103,0.6884920634920635,2023-12-29 09:44:09.314502,2023-12-29 09:44:12.491782,0 days 00:00:03.177280,15,0.3859681986088583,2,67,COMPLETE
47,47,0.6884920634920635,2023-12-29 09:41:30.391156,2023-12-29 09:41:33.272922,0 days 00:00:02.881766,17,0.42077198804239896,5,65,COMPLETE
172,172,0.6879960317460317,2023-12-29 09:47:32.261862,2023-12-29 09:47:35.013676,0 days 00:00:02.751814,21,0.33521400744057556,7,60,COMPLETE
128,128,0.6879960317460317,2023-12-29 09:45:21.390078,2023-12-29 09:45:24.773117,0 days 00:00:03.383039,15,0.35169432941969325,3,86,COMPLETE
10,10,0.6875,2023-12-29 09:39:45.781816,2023-12-29 09:39:49.293722,0 days 00:00:03.511906,3,0.6635482258006993,1,93,COMPLETE
67,67,0.6870039682539684,2023-12-29 09:42:25.568223,2023-12-29 09:42:27.928732,0 days 00:00:02.360509,11,0.33915088149994344,7,45,COMPLETE
102,102,0.6870039682539683,2023-12-29 09:44:06.260207,2023-12-29 09:44:09.313347,0 days 00:00:03.053140,18,0.3430613288280234,3,71,COMPLETE
118,118,0.6870039682539681,2023-12-29 09:44:51.302344,2023-12-29 09:44:54.396847,0 days 00:00:03.094503,14,0.35829793497466644,2,69,COMPLETE
23,23,0.6870039682539681,2023-12-29 09:40:23.374514,2023-12-29 09:40:26.162258,0 days 00:00:02.787744,32,0.5782620773016167,3,58,COMPLETE
131,131,0.685515873015873,2023-12-29 09:45:30.516216,2023-12-29 09:45:33.425774,0 days 00:00:02.909558,13,0.4321437395971077,4,64,COMPLETE
126,126,0.685515873015873,2023-12-29 09:45:15.760762,2023-12-29 09:45:18.289133,0 days 00:00:02.528371,13,0.3030138494451847,4,50,COMPLETE
178,178,0.6850198412698413,2023-12-29 09:47:49.100352,2023-12-29 09:47:52.091072,0 days 00:00:02.990720,17,0.38262338185059463,6,71,COMPLETE
36,36,0.6845238095238094,2023-12-29 09:40:59.651494,2023-12-29 09:41:02.850295,0 days 00:00:03.198801,20,0.4237859176173967,5,72,COMPLETE
82,82,0.683531746031746,2023-12-29 09:43:05.558088,2023-12-29 09:43:08.588685,0 days 00:00:03.030597,26,0.3602667660309906,4,69,COMPLETE
58,58,0.6830357142857143,2023-12-29 09:42:01.368988,2023-12-29 09:42:03.700104,0 days 00:00:02.331116,14,0.45760813307516374,4,41,COMPLETE
151,151,0.6825396825396826,2023-12-29 09:46:30.222594,2023-12-29 09:46:33.090778,0 days 00:00:02.868184,5,0.3964796128488586,4,62,COMPLETE
163,163,0.6825396825396826,2023-12-29 09:47:06.021707,2023-12-29 09:47:08.642387,0 days 00:00:02.620680,16,0.3962763518992009,3,54,COMPLETE
177,177,0.6820436507936508,2023-12-29 09:47:46.566909,2023-12-29 09:47:49.099229,0 days 00:00:02.532320,22,0.3238607822034743,3,48,COMPLETE
176,176,0.6815476190476191,2023-12-29 09:47:43.680776,2023-12-29 09:47:46.565732,0 days 00:00:02.884956,20,0.35934880672575076,4,57,COMPLETE
62,62,0.6810515873015873,2023-12-29 09:42:12.334931,2023-12-29 09:42:15.228173,0 days 00:00:02.893242,19,0.3891338456918867,5,57,COMPLETE
188,188,0.6810515873015873,2023-12-29 09:48:17.923856,2023-12-29 09:48:20.988652,0 days 00:00:03.064796,23,0.4381156291771243,3,64,COMPLETE
95,95,0.6810515873015872,2023-12-29 09:43:44.602198,2023-12-29 09:43:47.602321,0 days 00:00:03.000123,25,0.45589482206805065,1,64,COMPLETE
107,107,0.6800595238095238,2023-12-29 09:44:19.806709,2023-12-29 09:44:22.641244,0 days 00:00:02.834535,16,0.5037723623343797,3,61,COMPLETE
183,183,0.6800595238095238,2023-12-29 09:48:03.221850,2023-12-29 09:48:06.141918,0 days 00:00:02.920068,18,0.4052140937150707,4,65,COMPLETE
114,114,0.6800595238095238,2023-12-29 09:44:39.613306,2023-12-29 09:44:42.515289,0 days 00:00:02.901983,18,0.28495494449452485,4,65,COMPLETE
1,1,0.6795634920634921,2023-12-29 09:39:25.538985,2023-12-29 09:39:28.554160,0 days 00:00:03.015175,18,0.4488262168454721,2,67,COMPLETE
97,97,0.6795634920634921,2023-12-29 09:43:50.588703,2023-12-29 09:43:53.782987,0 days 00:00:03.194284,18,0.42535924405845577,4,76,COMPLETE
174,174,0.6785714285714286,2023-12-29 09:47:37.918302,2023-12-29 09:47:40.793563,0 days 00:00:02.875261,17,0.29609328161981174,5,63,COMPLETE
154,154,0.6780753968253969,2023-12-29 09:46:39.202433,2023-12-29 09:46:42.188061,0 days 00:00:02.985628,14,0.38435807993608817,3,68,COMPLETE
147,147,0.6780753968253969,2023-12-29 09:46:18.597194,2023-12-29 09:46:21.700623,0 days 00:00:03.103429,16,0.37774571434265214,3,68,COMPLETE
44,44,0.6770833333333334,2023-12-29 09:41:23.628485,2023-12-29 09:41:25.700020,0 days 00:00:02.071535,26,0.5639615060123404,6,32,COMPLETE
166,166,0.6770833333333334,2023-12-29 09:47:14.426351,2023-12-29 09:47:17.347375,0 days 00:00:02.921024,14,0.47253546418378645,4,66,COMPLETE
61,61,0.6765873015873016,2023-12-29 09:42:09.390008,2023-12-29 09:42:12.333786,0 days 00:00:02.943778,18,0.2702177212347905,6,68,COMPLETE
90,90,0.675595238095238,2023-12-29 09:43:29.518749,2023-12-29 09:43:32.793748,0 days 00:00:03.274999,21,0.35640130024859373,3,80,COMPLETE
122,122,0.6746031746031745,2023-12-29 09:45:03.733656,2023-12-29 09:45:06.811033,0 days 00:00:03.077377,17,0.26244251503330623,3,70,COMPLETE
89,89,0.6741071428571428,2023-12-29 09:43:26.543678,2023-12-29 09:43:29.517582,0 days 00:00:02.973904,15,0.4018621590192515,5,71,COMPLETE
142,142,0.6736111111111112,2023-12-29 09:46:03.974585,2023-12-29 09:46:07.187264,0 days 00:00:03.212679,16,0.316352383753595,2,69,COMPLETE
116,116,0.6736111111111112,2023-12-29 09:44:45.255799,2023-12-29 09:44:48.202422,0 days 00:00:02.946623,24,0.3963978950165859,2,58,COMPLETE
51,51,0.6736111111111112,2023-12-29 09:41:42.229855,2023-12-29 09:41:45.173899,0 days 00:00:02.944044,16,0.4041964912653595,5,66,COMPLETE
75,75,0.6731150793650794,2023-12-29 09:42:44.538629,2023-12-29 09:42:47.028325,0 days 00:00:02.489696,12,0.4353654897891022,2,48,COMPLETE
132,132,0.6731150793650793,2023-12-29 09:45:33.426916,2023-12-29 09:45:36.464148,0 days 00:00:03.037232,13,0.4514953204755526,5,65,COMPLETE
31,31,0.6731150793650793,2023-12-29 09:40:45.878584,2023-12-29 09:40:48.622956,0 days 00:00:02.744372,31,0.5615338296761287,3,54,COMPLETE
136,136,0.6726190476190476,2023-12-29 09:45:45.505279,2023-12-29 09:45:48.683219,0 days 00:00:03.177940,15,0.3678206183716236,3,76,COMPLETE
185,185,0.6726190476190476,2023-12-29 09:48:08.990339,2023-12-29 09:48:12.020999,0 days 00:00:03.030660,21,0.31516033064009474,2,68,COMPLETE
182,182,0.6711309523809523,2023-12-29 09:48:00.843869,2023-12-29 09:48:03.220715,0 days 00:00:02.376846,18,0.3374244128120084,6,39,COMPLETE
83,83,0.6706349206349206,2023-12-29 09:43:08.589825,2023-12-29 09:43:11.495263,0 days 00:00:02.905438,20,0.43953558642803675,3,64,COMPLETE
11,11,0.6701388888888888,2023-12-29 09:39:49.294785,2023-12-29 09:39:53.007156,0 days 00:00:03.712371,3,0.6612397999303935,2,100,COMPLETE
38,38,0.6696428571428571,2023-12-29 09:41:06.124703,2023-12-29 09:41:09.590572,0 days 00:00:03.465869,24,0.3505754787758121,4,90,COMPLETE
94,94,0.6691468253968254,2023-12-29 09:43:41.807143,2023-12-29 09:43:44.601044,0 days 00:00:02.793901,27,0.4096156753684047,2,58,COMPLETE
85,85,0.6691468253968254,2023-12-29 09:43:14.592876,2023-12-29 09:43:17.947263,0 days 00:00:03.354387,28,0.40806976608311946,2,83,COMPLETE
73,73,0.6686507936507937,2023-12-29 09:42:39.469779,2023-12-29 09:42:42.203468,0 days 00:00:02.733689,14,0.4869355102674528,3,56,COMPLETE
160,160,0.6686507936507936,2023-12-29 09:46:56.991910,2023-12-29 09:47:00.134458,0 days 00:00:03.142548,23,0.35228226317181677,2,74,COMPLETE
80,80,0.6676587301587301,2023-12-29 09:42:59.205514,2023-12-29 09:43:02.424970,0 days 00:00:03.219456,23,0.3693128517317267,2,77,COMPLETE
71,71,0.66765873015873,2023-12-29 09:42:33.850600,2023-12-29 09:42:36.546784,0 days 00:00:02.696184,20,0.3443397172788259,8,60,COMPLETE
28,28,0.6666666666666667,2023-12-29 09:40:37.771421,2023-12-29 09:40:40.928967,0 days 00:00:03.157546,5,0.8046410278768573,6,77,COMPLETE
27,27,0.6666666666666666,2023-12-29 09:40:34.207319,2023-12-29 09:40:37.769826,0 days 00:00:03.562507,11,0.616156464319859,3,94,COMPLETE
184,184,0.6666666666666666,2023-12-29 09:48:06.143111,2023-12-29 09:48:08.989051,0 days 00:00:02.845940,16,0.288277102029652,5,61,COMPLETE
26,26,0.6666666666666666,2023-12-29 09:40:31.541542,2023-12-29 09:40:34.206185,0 days 00:00:02.664643,10,0.684138393826267,4,55,COMPLETE
25,25,0.6666666666666666,2023-12-29 09:40:29.147966,2023-12-29 09:40:31.540458,0 days 00:00:02.392492,17,0.5332607215901375,1,39,COMPLETE
169,169,0.6661706349206349,2023-12-29 09:47:23.312207,2023-12-29 09:47:26.156048,0 days 00:00:02.843841,9,0.5808050817847612,2,61,COMPLETE
119,119,0.6631944444444445,2023-12-29 09:44:54.397973,2023-12-29 09:44:57.340329,0 days 00:00:02.942356,17,0.42569422931983136,3,66,COMPLETE
86,86,0.6626984126984127,2023-12-29 09:43:17.948394,2023-12-29 09:43:20.914346,0 days 00:00:02.965952,19,0.49400970107010245,4,68,COMPLETE
162,162,0.662202380952381,2023-12-29 09:47:03.033341,2023-12-29 09:47:06.020558,0 days 00:00:02.987217,15,0.4331735771897042,4,68,COMPLETE
84,84,0.6612103174603174,2023-12-29 09:43:11.496381,2023-12-29 09:43:14.591690,0 days 00:00:03.095309,22,0.31303788513997943,3,74,COMPLETE
16,16,0.6597222222222222,2023-12-29 09:40:03.714345,2023-12-29 09:40:06.475148,0 days 00:00:02.760803,3,0.8085602192141212,5,62,COMPLETE
168,168,0.6592261904761906,2023-12-29 09:47:20.393373,2023-12-29 09:47:23.311018,0 days 00:00:02.917645,18,0.4105324070733033,3,64,COMPLETE
150,150,0.6592261904761906,2023-12-29 09:46:27.350284,2023-12-29 09:46:30.221376,0 days 00:00:02.871092,21,0.4302444728304423,5,64,COMPLETE
87,87,0.6592261904761905,2023-12-29 09:43:20.915481,2023-12-29 09:43:23.857226,0 days 00:00:02.941745,17,0.4660769797732182,4,60,COMPLETE
144,144,0.6587301587301588,2023-12-29 09:46:10.111111,2023-12-29 09:46:13.136636,0 days 00:00:03.025525,17,0.5219944108402382,1,66,COMPLETE
21,21,0.6587301587301587,2023-12-29 09:40:17.520596,2023-12-29 09:40:20.569628,0 days 00:00:03.049032,14,0.47646949335477484,1,68,COMPLETE
112,112,0.658234126984127,2023-12-29 09:44:34.284398,2023-12-29 09:44:36.887934,0 days 00:00:02.603536,16,0.47387388135565917,4,52,COMPLETE
156,156,0.658234126984127,2023-12-29 09:46:45.089275,2023-12-29 09:46:47.891633,0 days 00:00:02.802358,20,0.3133430578043054,3,59,COMPLETE
135,135,0.6572420634920635,2023-12-29 09:45:42.465843,2023-12-29 09:45:45.504102,0 days 00:00:03.038259,21,0.3924274966982709,2,67,COMPLETE
88,88,0.6567460317460316,2023-12-29 09:43:23.858757,2023-12-29 09:43:26.542530,0 days 00:00:02.683773,25,0.537459699149789,2,54,COMPLETE
155,155,0.65625,2023-12-29 09:46:42.189289,2023-12-29 09:46:45.088086,0 days 00:00:02.898797,15,0.2592813024580964,2,63,COMPLETE
141,141,0.65625,2023-12-29 09:46:00.925410,2023-12-29 09:46:03.973423,0 days 00:00:03.048013,20,0.26325124250557497,3,71,COMPLETE
41,41,0.6557539682539681,2023-12-29 09:41:15.846122,2023-12-29 09:41:18.683873,0 days 00:00:02.837751,32,0.4782547813974187,4,56,COMPLETE
170,170,0.6547619047619048,2023-12-29 09:47:26.157257,2023-12-29 09:47:29.325494,0 days 00:00:03.168237,12,0.5086949793187361,4,70,COMPLETE
0,0,0.6547619047619048,2023-12-29 09:39:22.921799,2023-12-29 09:39:25.537871,0 days 00:00:02.616072,8,0.3692259660165472,8,57,COMPLETE
59,59,0.654265873015873,2023-12-29 09:42:03.701247,2023-12-29 09:42:06.292372,0 days 00:00:02.591125,12,0.30295665505548913,7,53,COMPLETE
56,56,0.6527777777777777,2023-12-29 09:41:55.651577,2023-12-29 09:41:58.596269,0 days 00:00:02.944692,19,0.2427926572418705,6,59,COMPLETE
152,152,0.652281746031746,2023-12-29 09:46:33.091941,2023-12-29 09:46:36.041035,0 days 00:00:02.949094,18,0.3323503427609271,4,66,COMPLETE
77,77,0.6517857142857143,2023-12-29 09:42:50.003850,2023-12-29 09:42:52.961063,0 days 00:00:02.957213,16,0.44910024713868807,1,62,COMPLETE
134,134,0.6517857142857142,2023-12-29 09:45:39.446674,2023-12-29 09:45:42.464674,0 days 00:00:03.018000,12,0.41563202119537357,3,69,COMPLETE
104,104,0.6507936507936507,2023-12-29 09:44:12.492488,2023-12-29 09:44:14.060817,0 days 00:00:01.568329,20,0.3188034542781689,2,12,COMPLETE
149,149,0.6498015873015873,2023-12-29 09:46:24.550700,2023-12-29 09:46:27.349170,0 days 00:00:02.798470,7,0.4123321798437154,6,60,COMPLETE
93,93,0.6483134920634921,2023-12-29 09:43:38.956699,2023-12-29 09:43:41.805987,0 days 00:00:02.849288,29,0.3219272775961161,4,62,COMPLETE
91,91,0.6483134920634921,2023-12-29 09:43:32.794885,2023-12-29 09:43:35.922674,0 days 00:00:03.127789,21,0.38801836638207565,3,73,COMPLETE
139,139,0.6473214285714286,2023-12-29 09:45:55.037053,2023-12-29 09:45:58.309173,0 days 00:00:03.272120,26,0.24371772378435805,1,78,COMPLETE
33,33,0.6453373015873016,2023-12-29 09:40:51.461670,2023-12-29 09:40:53.967638,0 days 00:00:02.505968,24,0.45936481130170864,2,49,COMPLETE
39,39,0.6448412698412699,2023-12-29 09:41:09.591701,2023-12-29 09:41:12.462515,0 days 00:00:02.870814,19,0.9034475463675425,7,65,COMPLETE
111,111,0.6448412698412699,2023-12-29 09:44:31.486564,2023-12-29 09:44:34.283240,0 days 00:00:02.796676,14,0.34801761409967713,3,60,COMPLETE
198,198,0.6448412698412698,2023-12-29 09:48:47.801826,2023-12-29 09:48:50.734884,0 days 00:00:02.933058,14,0.331457821808393,4,67,COMPLETE
137,137,0.6438492063492064,2023-12-29 09:45:48.684383,2023-12-29 09:45:51.881997,0 days 00:00:03.197614,18,0.2779535974155575,4,73,COMPLETE
161,161,0.6438492063492063,2023-12-29 09:47:00.135672,2023-12-29 09:47:03.032157,0 days 00:00:02.896485,17,0.4475281649730234,4,65,COMPLETE
12,12,0.6438492063492063,2023-12-29 09:39:53.008262,2023-12-29 09:39:56.759420,0 days 00:00:03.751158,3,0.6137983155102132,6,98,COMPLETE
74,74,0.6428571428571428,2023-12-29 09:42:42.204611,2023-12-29 09:42:44.537508,0 days 00:00:02.332897,24,0.41761803002869463,4,42,COMPLETE
124,124,0.6428571428571428,2023-12-29 09:45:09.901867,2023-12-29 09:45:12.857482,0 days 00:00:02.955615,22,0.21937799377541076,2,63,COMPLETE
13,13,0.6413690476190477,2023-12-29 09:39:56.760493,2023-12-29 09:39:59.194369,0 days 00:00:02.433876,4,0.7470611037933785,5,46,COMPLETE
157,157,0.6413690476190476,2023-12-29 09:46:47.892835,2023-12-29 09:46:51.042676,0 days 00:00:03.149841,19,0.22652096019324613,5,76,COMPLETE
123,123,0.6398809523809523,2023-12-29 09:45:06.812585,2023-12-29 09:45:09.900708,0 days 00:00:03.088123,20,0.2901563254971437,5,74,COMPLETE
100,100,0.6398809523809523,2023-12-29 09:43:59.977458,2023-12-29 09:44:03.273501,0 days 00:00:03.296043,17,0.27089750754853026,1,78,COMPLETE
108,108,0.6388888888888888,2023-12-29 09:44:22.641953,2023-12-29 09:44:25.359747,0 days 00:00:02.717794,22,0.3646033693360821,2,57,COMPLETE
143,143,0.6383928571428572,2023-12-29 09:46:07.188423,2023-12-29 09:46:10.109916,0 days 00:00:02.921493,22,0.28565669830461976,2,62,COMPLETE
37,37,0.6374007936507937,2023-12-29 09:41:02.851443,2023-12-29 09:41:06.123142,0 days 00:00:03.271699,16,0.3971640121862026,2,80,COMPLETE
43,43,0.6374007936507937,2023-12-29 09:41:21.044578,2023-12-29 09:41:23.627341,0 days 00:00:02.582763,21,0.9796188416024836,1,52,COMPLETE
145,145,0.6364087301587302,2023-12-29 09:46:13.137823,2023-12-29 09:46:16.287685,0 days 00:00:03.149862,19,0.490961767793633,4,74,COMPLETE
63,63,0.6364087301587301,2023-12-29 09:42:15.229439,2023-12-29 09:42:18.247348,0 days 00:00:03.017909,23,0.37525658027154685,4,70,COMPLETE
40,40,0.6359126984126984,2023-12-29 09:41:12.463633,2023-12-29 09:41:15.845028,0 days 00:00:03.381395,13,0.5126293926598295,2,83,COMPLETE
17,17,0.634920634920635,2023-12-29 09:40:06.476266,2023-12-29 09:40:09.338633,0 days 00:00:02.862367,5,0.6703233637430293,9,69,COMPLETE
68,68,0.6339285714285714,2023-12-29 09:42:27.929872,2023-12-29 09:42:30.442398,0 days 00:00:02.512526,10,0.21310342133508006,8,51,COMPLETE
167,167,0.6339285714285714,2023-12-29 09:47:17.348545,2023-12-29 09:47:20.392190,0 days 00:00:03.043645,16,0.5409886235639983,5,72,COMPLETE
117,117,0.6324404761904763,2023-12-29 09:44:48.203590,2023-12-29 09:44:51.301149,0 days 00:00:03.097559,23,0.3080025059858912,3,72,COMPLETE
19,19,0.6319444444444444,2023-12-29 09:40:12.816482,2023-12-29 09:40:15.032678,0 days 00:00:02.216196,4,0.7415196285831915,4,37,COMPLETE
32,32,0.6294642857142857,2023-12-29 09:40:48.624048,2023-12-29 09:40:51.460537,0 days 00:00:02.836489,22,0.6068452279475711,3,61,COMPLETE
127,127,0.628968253968254,2023-12-29 09:45:18.290288,2023-12-29 09:45:21.388906,0 days 00:00:03.098618,30,0.3735002548851045,4,67,COMPLETE
30,30,0.6279761904761905,2023-12-29 09:40:43.686903,2023-12-29 09:40:45.877467,0 days 00:00:02.190564,8,0.719133397296344,1,35,COMPLETE
175,175,0.626984126984127,2023-12-29 09:47:40.794711,2023-12-29 09:47:43.679586,0 days 00:00:02.884875,15,0.4453736629268104,8,69,COMPLETE
57,57,0.6264880952380952,2023-12-29 09:41:58.597540,2023-12-29 09:42:01.367807,0 days 00:00:02.770267,22,0.32870676393307935,8,63,COMPLETE
153,153,0.625,2023-12-29 09:46:36.042195,2023-12-29 09:46:39.201297,0 days 00:00:03.159102,17,0.3641422611643218,5,72,COMPLETE
54,54,0.623015873015873,2023-12-29 09:41:50.352376,2023-12-29 09:41:52.830734,0 days 00:00:02.478358,13,0.37573100859944336,9,48,COMPLETE
187,187,0.6225198412698413,2023-12-29 09:48:14.964249,2023-12-29 09:48:17.922691,0 days 00:00:02.958442,19,0.3674214350883493,7,70,COMPLETE
42,42,0.621031746031746,2023-12-29 09:41:18.685095,2023-12-29 09:41:21.043457,0 days 00:00:02.358362,26,0.6384683699550261,2,43,COMPLETE
50,50,0.6190476190476191,2023-12-29 09:41:39.236580,2023-12-29 09:41:42.228720,0 days 00:00:02.992140,15,0.35246294130947375,7,71,COMPLETE
96,96,0.6175595238095237,2023-12-29 09:43:47.603538,2023-12-29 09:43:50.587533,0 days 00:00:02.983995,23,0.3672548768395799,5,67,COMPLETE
158,158,0.6165674603174602,2023-12-29 09:46:51.043849,2023-12-29 09:46:54.069243,0 days 00:00:03.025394,11,0.4626919810813509,6,70,COMPLETE
34,34,0.6160714285714286,2023-12-29 09:40:53.968780,2023-12-29 09:40:56.649354,0 days 00:00:02.680574,30,0.5649633979558879,8,59,COMPLETE
179,179,0.6160714285714286,2023-12-29 09:47:52.092246,2023-12-29 09:47:55.010667,0 days 00:00:02.918421,20,0.2452336669597645,3,63,COMPLETE
15,15,0.6150793650793651,2023-12-29 09:40:00.485325,2023-12-29 09:40:03.713216,0 days 00:00:03.227891,2,0.1427638035634025,1,86,COMPLETE
46,46,0.6145833333333334,2023-12-29 09:41:27.472903,2023-12-29 09:41:30.390051,0 days 00:00:02.917148,21,0.775272057128763,13,72,COMPLETE
20,20,0.6145833333333333,2023-12-29 09:40:15.033791,2023-12-29 09:40:17.519451,0 days 00:00:02.485660,3,0.8451664347217406,7,50,COMPLETE
